FeltenDim,Subfield,Topic,Subtask,Dataset,Metric,Model,Metric Performance,Date,EFF Title,
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 10K),H-Mem,0.994,2020-12-01,bAbi 20 QA (10k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 10K),DMN+,0.972,2016-06-30,bAbi 20 QA (10k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 10K),End-To-End Memory Networks,0.934,2015-03-31,bAbi 20 QA (10k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 10K),ours,0.891,2022-05-23,bAbi 20 QA (10k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 10K),RUM,,2017-10-26,bAbi 20 QA (10k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 10K),GORU,,2017-06-08,bAbi 20 QA (10k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 10K),LSTM,,2016-10-27,bAbi 20 QA (10k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 10K),RR,,2017-11-21,bAbi 20 QA (10k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 10K),ReMO,,2018-01-25,bAbi 20 QA (10k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 10K),NUTM,,2019-05-25,bAbi 20 QA (10k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 10K),SDNC,,2016-10-27,bAbi 20 QA (10k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),STM,,2020-02-10,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),QRN,90.10%,2016-06-14,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),EntNet,89.10%,2016-12-12,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),H-Mem,77.10%,2020-12-01,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),DMN+,66.80%,2016-06-30,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),End-To-End Memory Networks,86.10%,2015-03-31,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),ours,,2022-05-23,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),RUM,73.20%,2017-10-26,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),GORU,60.00%,2017-06-08,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),LSTM,49.00%,2016-10-27,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),RR,,2017-11-21,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),ReMO,,2018-01-25,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),NUTM,,2019-05-25,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,bAbi,Accuracy (trained on 1K),SDNC,,2016-10-27,bAbi 20 QA (1k training examples),
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,{ANNA} (single model),90.622,2021-07-24,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,LUKE (single model),90.202,2020-04-10,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,LUKE (single model),90.202,2020-10-02,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,LUKE,90.2,2020-10-02,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,XLNet (single model),89.898,2019-05-21,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,XLNet (single model),89.898,2019-06-19,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,XLNET-123++ (single model),89.856,2019-12-11,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,XLNET-123+ (single model),89.709,2019-09-12,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,XLNET-123 (single model),89.646,2019-08-11,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Unnamed submission by NMC,88.912,2019-09-25,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERTSP (single model),88.912,2019-09-25,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SpanBERT (single model),88.839,2019-07-21,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SpanBERT (single model),88.8,2019-07-24,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT+WWM+MT (single model),88.65,2019-07-03,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Tuned BERT-1seq Large Cased (single model),87.465,2019-07-21,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,LinkBERT (large),87.45,2022-03-29,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT (ensemble),87.433,2018-10-11,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT-LARGE (Ensemble+TriviaQA),87.4,2018-10-11,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,ATB (single model),86.94,2019-05-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Tuned BERT Large Cased (single model),86.521,2019-07-21,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT+MT (single model),86.458,2019-07-04,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Knowledge-enhanced BERT (single model),85.944,2019-02-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,KT-NET (single model),85.944,2019-02-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,ST_bl,85.43,2019-02-28,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,nlnet (ensemble),85.356,2018-09-09,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,EL-BERT (single model),85.335,2019-11-21,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BISAN (single model),85.314,2019-03-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT+Sparse-Transformer,85.125,2019-02-16,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT (single model),85.083,2018-10-11,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,DPN (single model),84.978,2019-06-03,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT-uncased (single model),84.926,2019-07-10,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,WD (single model),84.402,2019-02-19,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Original BERT Large Cased (single model),84.328,2019-07-21,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MARS (ensemble),83.982,2018-06-20,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Common-sense Governed BERT-123 (single model),83.93,2019-04-21,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,WD1 (single model),83.804,2019-02-21,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,nlnet (single model),83.468,2018-09-09,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Pytalk + Stanza + BERT (single model),83.426,2020-12-28,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Reinforced Mnemonic Reader + A2D (ensemble model),82.849,2018-02-19,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT-Base mod (single model),82.681,2020-07-01,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,r-net+ (ensemble),82.65,2018-01-03,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Hybrid AoA Reader (ensemble),82.482,2018-01-22,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,QANet (single),82.471,2018-06-20,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SLQA+ (ensemble),82.44,2018-01-05,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Reinforced Mnemonic Reader (ensemble model),82.283,2017-05-08,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,r-net (ensemble),82.136,2017-12-17,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT (single model),82.062,2019-07-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,AttentionReader+ (ensemble),81.79,2017-12-22,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MMIPN,81.58,2018-12-23,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT - 6 Layers,81.5,2021-12-01,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,KACTEIL-MRC(GF-Net+) (ensemble),81.496,2018-04-03,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Reinforced Mnemonic Reader + A2D + DA (single model),81.401,2018-05-09,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,ARSG-BERT (single model),81.307,2018-12-17,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT-COMPOUND-DSS (single model),81.045,2020-01-06,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BiDAF + Self Attention + ELMo (ensemble),81.003,2018-02-15,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BiDAF + Self Attention + ELMo (ensemble),81.003,2017-11-17,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT-COMPOUND (single model),80.72,2020-01-06,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,mBERT + Task Adapter (Single),80.667,2020-11-20,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,AVIQA+ (ensemble),80.615,2018-04-12,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Reinforced Mnemonic Reader + A2D (single model),80.489,2018-02-12,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SLQA+,80.436,2018-01-13,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,{EAZI} (ensemble),80.436,2018-01-04,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,EAZI+ (ensemble),80.426,2018-01-12,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,DNET (ensemble),80.164,2018-03-20,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Hybrid AoA Reader (single model),80.027,2018-01-22,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BiDAF + Self Attention + ELMo + A2D (single model),79.996,2018-02-12,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,r-net+ (single model),79.901,2018-01-03,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,batch (single model),79.859,2020-03-11,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MAMCN+ (single model),79.692,2018-07-01,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MAMCN+ (single model),79.692,2018-02-23,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SAN (ensemble model),79.608,2017-12-10,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT-INDEPENDENT-DSS-FILTERED (single model),79.597,2020-01-06,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Reinforced Mnemonic Reader (single model),79.545,2017-05-08,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SLQA+ (single model),79.199,2017-12-28,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Interactive AoA Reader+ (ensemble),79.083,2017-10-17,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MIR-MRC(F-Net) (single model),79.083,2018-11-05,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,KACTEIL-MRC(GF-Net+Distillation) (single model),79.083,2018-11-05,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,KACTEIL-MRC (GF-Net+Distillation),79.083,2018-11-05,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MDReader,79.031,2018-06-01,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,FusionNet (ensemble),78.978,2017-11-16,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,DCN+ (ensemble),78.852,2017-10-31,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,KACTEIL-MRC(GF-Net+) (single model),78.664,2018-03-30,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,KACTEIL-MRC (GF-Net+),78.664,2018-03-29,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT-INDEPENDENT (single model),78.653,2020-01-06,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BiDAF + Self Attention + ELMo (single model),78.58,2018-02-15,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BiDAF + Self Attention + ELMo (single model),78.58,2017-11-03,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,aviqa (ensemble),78.496,2018-03-19,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,KakaoNet (single model),78.401,2018-05-09,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SLQA(ensemble),78.328,2017-11-30,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SLQA (ensemble),78.328,2017-11-30,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MEMEN (single model),78.234,2017-07-28,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MEMEN (single model),78.234,2017-07-28,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BiDAF++ with pair2vec (single model),78.223,2018-09-18,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MDReader0,78.171,2018-06-01,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,test,78.087,2018-01-29,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Interactive AoA Reader (ensemble),77.845,2017-07-25,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BERT - 3 Layers,77.7,2021-12-01,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,DNET (single model),77.646,2018-03-20,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,RaSoR + TR + LM (single model),77.583,2017-12-10,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BiDAF++ (single model),77.573,2018-09-18,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,AttentionReader+ (single),77.342,2017-12-06,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Jenga (ensemble),77.237,2017-12-21,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,{gqa} (single model),77.09,2018-09-26,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Conductor-net (ensemble),76.996,2017-10-28,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MARS (single model),76.859,2018-01-23,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SAN (single model),76.828,2017-12-10,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,VS^3-NET (single model),76.775,2018-05-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,r-net (single model),76.461,2017-10-13,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,r-net (single model),76.461,2017-07-01,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,FRC (single model),76.24,2017-12-19,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,QANet + data augmentation ×3,76.2,2018-04-23,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Conductor-net (ensemble),76.146,2017-10-22,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,KAR (single model),76.125,2018-09-10,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,smarnet (ensemble),75.989,2017-07-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,FusionNet (single model),75.968,2017-11-16,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,AVIQA-v2 (single model),75.926,2018-03-15,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Interactive AoA Reader+ (single model),75.821,2017-10-22,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,RaSoR + TR (single model),75.789,2017-12-10,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MEMEN (ensemble),75.37,2017-07-28,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Mixed model (ensemble),75.265,2017-11-01,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,two-attention-self-attention (ensemble),75.223,2017-11-17,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Kbs (single model),75.034,2020-03-20,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,ReasoNet (ensemble),75.034,2016-09-17,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,EfficientQA 125M,74.9,2021-01-06,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,DCN+ (single model),74.866,2017-10-31,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,eeAttNet (single model),74.604,2018-08-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SLQA (single model),74.489,2017-10-31,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Conductor-net (single model),74.405,2017-10-28,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Mnemonic Reader (ensemble),74.268,2017-05-08,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,S^3-Net (ensemble),74.121,2017-12-23,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SEDT (ensemble model),74.09,2017-03-02,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SSAE (ensemble),74.08,2017-07-06,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Multi-Perspective Matching (ensemble),73.765,2016-12-13,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BiDAF (ensemble),73.744,2016-11-05,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SEDT+BiDAF (ensemble),73.723,2017-03-02,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Interactive AoA Reader (single model),73.639,2017-07-25,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Jenga (single model),73.303,2017-12-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Conductor-net (single),73.24,2017-10-28,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,jNet (ensemble),73.01,2017-03-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,T-gating (ensemble),72.758,2017-04-12,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,two-attention-self-attention (single model),72.6,2017-11-16,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Conductor-net (single),72.59,2017-10-22,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,AVIQA (single model),72.485,2018-03-03,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BiDAF + Self Attention (single model),72.139,2017-10-29,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,S^3-Net (single model),71.908,2017-12-15,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,QFASE,71.898,2017-04-13,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,attention+self-attention (single model),71.698,2017-11-06,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Dynamic Coattention Networks (ensemble),71.625,2016-11-05,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,smarnet (single model),71.415,2017-10-08,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SRU,71.4,2017-09-08,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,AttReader (single),71.373,2018-05-23,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,DCN + Char + CoVe,71.3,2017-08-01,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,M-NET (single),71.016,2017-10-27,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Mnemonic Reader (single model),70.995,2017-05-08,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,MAMCN (single model),70.985,2018-04-22,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,FastQAExt,70.849,2017-03-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,RaSoR (single model),70.849,2016-11-04,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Document Reader (single model),70.733,2017-03-31,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Ruminating Reader (single model),70.639,2017-04-24,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,jNet (single model),70.607,2017-03-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,ReasoNet (single model),70.555,2016-09-17,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Multi-Perspective Matching (single model),70.387,2016-12-13,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SimpleBaseline (single model),69.6,2017-08-30,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SSR-BiDAF,69.443,2018-02-05,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SEDT+BiDAF (single model),68.478,2017-03-02,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,FastQA,68.436,2017-03-14,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,PQMN (single model),68.331,2017-06-25,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,SEDT (single model),68.163,2017-03-02,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,T-gating (single model),68.132,2017-04-12,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BiDAF (single model),67.974,2016-11-05,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Match-LSTM with Ans-Ptr (Boundary) (ensemble),67.901,2016-08-29,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,FABIR,67.744,2018-10-22,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,AllenNLP BiDAF (single model),67.618,2017-09-19,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,BIDAF-COMPOUND-DSS (single model),67.544,2020-01-06,Stanford Question Answering Dataset EM test,
Reading Comprehension,,,Question Answering,SQuAD1.1,EM,Iterative Co-attention Network,67.502,2017-02-05,Stanford Question Answering Dataset EM test,
