FeltenDim,Problem,Subproblem,Dataset,Title,Metric,Date,Algorithm,Metric Performance,Source
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2015-07-15,Gorila,118.5,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2015-09-22,DQN hs,45.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2015-09-22,DQN noop,68.1,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2015-11-20,Duel hs,48,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2015-11-20,Duel noop,211.4,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2015-11-20,DDQN (tuned) noop,218.4,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2015-12-08,DDQN (tuned) hs,92.2,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2015-12-08,Prior+Duel hs,108.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2016-01-06,Prior hs,56.9,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2016-01-06,Prior noop,204.6,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2016-02-24,DDQN+Pop-Art noop,183.9,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2016-04-05,Prior+Duel noop,245.9,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2016-04-10,A3C FF (1 day) hs,26.1,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2016-04-10,A3C LSTM hs,144.2,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2016-04-10,A3C FF hs,156.3,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2017-03-10,ES FF (1 hour) noop,130.3,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Tutankham,Raw Score,2017-07-21,C51 noop,280,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2012-07-14,SARSA,2449,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2012-07-19,Best linear,3533,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2015-02-26,Nature DQN,8456,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2015-07-15,Gorila,8747.7,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2015-09-22,DQN hs,8038.5,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2015-09-22,DQN noop,9989.9,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2015-11-20,DDQN (tuned) noop,22972.2,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2015-11-20,Duel hs,24759.2,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2015-11-20,Duel noop,44939.6,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2015-12-08,DDQN (tuned) hs,19086.9,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2015-12-08,Prior+Duel hs,22681.3,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2016-01-06,Prior hs,12157.4,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2016-01-06,Prior noop,16154.1,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2016-02-24,DDQN+Pop-Art noop,22474.4,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2016-04-05,Prior+Duel noop,33879.1,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2016-04-10,A3C FF (1 day) hs,54525.4,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2016-04-10,A3C FF hs,74705.7,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2016-04-10,A3C LSTM hs,105728.7,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2017-03-10,ES FF (1 hour) noop,67974,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Up and Down,Raw Score,2017-07-21,C51 noop,15612,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2012-07-14,SARSA,0.6,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2012-07-19,Best linear,66,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2015-02-26,Nature DQN,380,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2015-07-15,Gorila,523.4,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2015-09-10,MP-EB,0,Incentivizing Exploration In Reinforcement Learning With Deep Predictive Models
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2015-09-22,DQN hs,136,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2015-09-22,DQN noop,163,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2015-11-20,DDQN (tuned) noop,98,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2015-11-20,Duel hs,200,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2015-11-20,Duel noop,497,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2015-12-08,DDQN (tuned) hs,21,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2015-12-08,Prior+Duel hs,29,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2016-01-06,Prior noop,54,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2016-01-06,Prior hs,94,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2016-02-24,DDQN+Pop-Art noop,1172,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2016-04-05,Prior+Duel noop,48,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2016-04-10,A3C FF (1 day) hs,19,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2016-04-10,A3C FF hs,23,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2016-04-10,A3C LSTM hs,25,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2016-08-22,A3C-CTS,0,Unifying Count-Based Exploration and Intrinsic Motivation
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2016-12-13,TRPO-hash,445,Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2017-03-03,DQN-CTS,48,Count-Based Exploration with Neural Density Models
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2017-03-03,DQN-PixelCNN,82.2,Count-Based Exploration with Neural Density Models
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2017-03-10,ES FF (1 hour) noop,760,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2017-06-25,Sarsa-ε,0,Count-Based Exploration in Feature Space for Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2017-06-25,Sarsa-φ-EB,1169.2,Count-Based Exploration in Feature Space for Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Venture,Raw Score,2017-07-21,C51 noop,1520,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2012-07-14,SARSA,19761,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2012-07-19,Best linear,16871,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2015-02-26,Nature DQN,42684,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2015-07-15,Gorila,112093.4,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2015-09-22,DQN hs,154414.1,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2015-09-22,DQN noop,196760.4,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2015-11-20,Duel noop,98209.5,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2015-11-20,Duel hs,110976.2,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2015-11-20,DDQN (tuned) noop,309941.9,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2015-12-08,DDQN (tuned) hs,367823.7,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2015-12-08,Prior+Duel hs,447408.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2016-01-06,Prior noop,282007.3,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2016-01-06,Prior hs,295972.8,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2016-02-24,DDQN+Pop-Art noop,56287,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2016-04-05,Prior+Duel noop,479197,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2016-04-10,A3C FF (1 day) hs,185852.6,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2016-04-10,A3C FF hs,331628.1,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2016-04-10,A3C LSTM hs,470310.5,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2017-03-10,ES FF (1 hour) noop,22834.8,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Video Pinball,Raw Score,2017-07-21,C51 noop,949604,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2012-07-14,SARSA,36.9,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2012-07-19,Best linear,1981,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2015-02-26,Nature DQN,3393,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2015-07-15,Gorila,10431,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2015-09-22,DQN hs,1609,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2015-09-22,DQN noop,2704,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2015-11-20,Duel hs,7054,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2015-11-20,DDQN (tuned) noop,7492,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2015-11-20,Duel noop,7855,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2015-12-08,DDQN (tuned) hs,6201,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2015-12-08,Prior+Duel hs,10471,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2016-01-06,Prior noop,4802,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2016-01-06,Prior hs,5727,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2016-02-24,DDQN+Pop-Art noop,483,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2016-04-05,Prior+Duel noop,12352,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2016-04-10,A3C FF (1 day) hs,5278,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2016-04-10,A3C FF hs,17244,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2016-04-10,A3C LSTM hs,18082,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2017-03-10,ES FF (1 hour) noop,3480,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Wizard of Wor,Raw Score,2017-07-21,C51 noop,9300,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2015-09-22,DQN hs,4577.5,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2015-09-22,DQN noop,18098.9,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2015-11-20,DDQN (tuned) noop,11712.6,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2015-11-20,Duel hs,25976.5,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2015-11-20,Duel noop,49622.1,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2015-12-08,DDQN (tuned) hs,6270.6,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2015-12-08,Prior+Duel hs,58145.9,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2016-01-06,Prior hs,4687.4,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2016-01-06,Prior noop,11357,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2016-02-24,DDQN+Pop-Art noop,21409.5,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2016-04-05,Prior+Duel noop,69618.1,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2016-04-10,A3C LSTM hs,5615.5,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2016-04-10,A3C FF hs,7157.5,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2016-04-10,A3C FF (1 day) hs,7270.8,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2017-03-10,ES FF (1 hour) noop,16401.7,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Yars Revenge,Raw Score,2017-07-21,C51 noop,35050,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2012-07-14,SARSA,21.4,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2012-07-19,Best linear,3365,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2015-02-26,Nature DQN,4977,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2015-07-15,Gorila,6159.4,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2015-09-22,DQN hs,4412,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2015-09-22,DQN noop,5363,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2015-11-20,DDQN (tuned) noop,10163,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2015-11-20,Duel hs,10164,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2015-11-20,Duel noop,12944,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2015-12-08,DDQN (tuned) hs,8593,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2015-12-08,Prior+Duel hs,11320,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2016-01-06,Prior hs,9474,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2016-01-06,Prior noop,10469,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2016-02-24,DDQN+Pop-Art noop,14402,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2016-04-05,Prior+Duel noop,13886,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2016-04-10,A3C FF (1 day) hs,2659,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2016-04-10,A3C LSTM hs,23519,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2016-04-10,A3C FF hs,24622,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2017-03-10,ES FF (1 hour) noop,6380,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Zaxxon,Raw Score,2017-07-21,C51 noop,10513,A Distributional Perspective on Reinforcement Learning
Speech Recognition,Speech Recognition,Speech Recognition,Hub500,Word error rate on Switchboard trained against the Hub5'00 dataset,Percentage Error,2011-08-31,CD-DNN,16.1,https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/CD-DNN-HMM-SWB-Interspeech2011-Pub.pdf
Speech Recognition,Speech Recognition,Speech Recognition,Hub500,Word error rate on Switchboard trained against the Hub5'00 dataset,Percentage Error,2012-04-27,DNN-HMM,18.5,https://pdfs.semanticscholar.org/ce25/00257fda92338ec0a117bea1dbc0381d7c73.pdf?_ga=1.195375081.452266805.1483390947
Speech Recognition,Speech Recognition,Speech Recognition,Hub500,Word error rate on Switchboard trained against the Hub5'00 dataset,Percentage Error,2013-08-23,CNN,11.5,http://www.cs.toronto.edu/~asamir/papers/icassp13_cnn.pdf
Speech Recognition,Speech Recognition,Speech Recognition,Hub500,Word error rate on Switchboard trained against the Hub5'00 dataset,Percentage Error,2013-08-23,HMM-DNN +sMBR,12.6,http://www.danielpovey.com/files/2013_interspeech_dnn.pdf
